Price,Use,Transmission,Body,Fuel,Year,Mileage (km),Drivetrain,Horse Power,Engine Size (l),Make,Model,Source,Horsepower
670000.0,Foreign Used,Automatic,,Petrol,2019,22000.0,,,,Land Rover,Range Rover Velar,Tonaton,
222000.0,Foreign Used,Automatic,,Petrol,2018,56000.0,,,2.0,BMW,X1,Tonaton,228.0
80000.0,Foreign Used,Automatic,Sedan,Petrol,2009,51000.0,Front-Wheel Drive,86.0,1.3,Toyota,Yaris,Tonaton,86.0
290000.0,Foreign Used,Automatic,SUV,Petrol,2018,,All-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
148000.0,Foreign Used,Automatic,,Petrol,2012,76000.0,,,2.5,Toyota,RAV4,Tonaton,176.0
282000.0,Foreign Used,Automatic,SUV,Petrol,2018,46800.0,All-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
145000.0,Foreign Used,Manual,,Petrol,2010,62311.0,,,,Hyundai,H200,Tonaton,
910000.0,Foreign Used,Automatic,SUV,Petrol,2021,,All-Wheel Drive,296.0,4.7,Lexus,GX,Tonaton,296.0
150000.0,Ghanaian Used,Automatic,,Petrol,2013,,,,2.0,Mercedes-Benz,C300,Tonaton,241.0
360000.0,Foreign Used,Automatic,,Petrol,2021,9080.0,,,2.5,Mazda,CX-5,Tonaton,187.0
285000.0,Foreign Used,Automatic,,Petrol,2021,4251.0,,,1.5,Honda,CR-V,Tonaton,190.0
315000.0,Foreign Used,Automatic,,Petrol,2021,14000.0,,,2.4,Kia,Sorento,Tonaton,191.0
155000.0,Foreign Used,Automatic,SUV,Petrol,2013,,All-Wheel Drive,155.0,2.0,Mazda,CX-5,Tonaton,155.0
100000.0,Foreign Used,Automatic,,Petrol,2014,,,,2.0,Mitsubishi,RVR,Tonaton,150.0
460000.0,Foreign Used,Automatic,Pickup,Petrol,2019,24125.0,Four-Wheel Drive,325.0,2.7,Ford,F-150,Tonaton,325.0
150000.0,Foreign Used,Automatic,,Petrol,2014,,,,,Mercedes-Benz,C250,Tonaton,
312000.0,Foreign Used,Automatic,SUV,Petrol,2021,14000.0,Front-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
350000.0,Foreign Used,Automatic,SUV,Petrol,2019,18000.0,All-Wheel Drive,280.0,3.5,Honda,Pilot,Tonaton,280.0
120000.0,Foreign Used,Automatic,,Petrol,2011,,,,2.4,Mitsubishi,Outlander,Tonaton,166.0
112000.0,Foreign Used,Automatic,SUV,Petrol,2012,34785.0,Front-Wheel Drive,,2.5,Toyota,RAV4,Tonaton,176.0
215000.0,Ghanaian Used,Automatic,,Petrol,2019,,,,,Renault,Kadjar,Tonaton,
550000.0,Foreign Used,Automatic,,Petrol,2020,,,,,Lexus,RX 350,Tonaton,
230000.0,Foreign Used,Automatic,,Petrol,2019,41077.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
1820000.0,Foreign Used,Automatic,,Petrol,2021,4000.0,,,3.0,BMW,X5,Tonaton,335.0
255000.0,Foreign Used,Automatic,,Petrol,2022,3210.0,,,1.8,Honda,HR-V,Tonaton,141.0
275000.0,Foreign Used,Automatic,,Petrol,2019,,,,1.5,Honda,CR-V,Tonaton,190.0
659500.0,Foreign Used,Automatic,Pickup,Petrol,2020,34552.0,Rear-Wheel Drive,450.0,3.5,Ford,F-150,Tonaton,450.0
90000.0,Foreign Used,Automatic,,Petrol,2009,65000.0,,,3.6,Chevrolet,Traverse,Tonaton,283.0
330000.0,Foreign Used,Automatic,,Petrol,2021,4856.0,,,3.5,Honda,Pilot,Tonaton,280.0
380000.0,Foreign Used,Automatic,,Petrol,2020,,,,2.0,Acura,RDX,Tonaton,272.0
80000.0,Ghanaian Used,Automatic,,Petrol,2010,98563.0,,,2.4,Honda,Odyssey,Tonaton,204.0
90000.0,Ghanaian Used,Automatic,SUV,Petrol,2004,91000.0,All-Wheel Drive,235.0,4.6,Ford,Expedition,Tonaton,235.0
920000.0,Foreign Used,Automatic,,Petrol,2022,,,,3.6,Jeep,Wrangler,Tonaton,285.0
350000.0,Foreign Used,Automatic,Pickup,Petrol,2014,,All-Wheel Drive,302.0,3.7,Ford,F-150,Tonaton,302.0
720000.0,Foreign Used,Automatic,,Petrol,2021,24362.0,,,,Lexus,RX 350,Tonaton,
360000.0,Foreign Used,Automatic,SUV,Petrol,2019,,All-Wheel Drive,272.0,2.0,Acura,RDX,Tonaton,272.0
350000.0,Ghanaian Used,Automatic,SUV,Petrol,2015,51200.0,All-Wheel Drive,340.0,3.0,Land Rover,Lr4,Tonaton,340.0
985000.0,Foreign Used,Automatic,SUV,Petrol,2019,12741.0,Four-Wheel Drive,340.0,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
520000.0,Foreign Used,Automatic,,Petrol,2020,,,,,Lexus,RX 350,Tonaton,
365000.0,Foreign Used,Automatic,,Petrol,2021,,,,2.0,Acura,RDX,Tonaton,272.0
160000.0,Ghanaian Used,Automatic,,Petrol,2015,,,,,Lexus,RX 350,Tonaton,
98000.0,Foreign Used,Manual,,Petrol,2016,,,,,Peugeot,308,Tonaton,
185000.0,Foreign Used,Automatic,SUV,Petrol,2016,,All-Wheel Drive,,2.4,Honda,CR-V,Tonaton,190.0
68000.0,Foreign Used,Automatic,,Petrol,2012,,,,1.8,Hyundai,Elantra,Tonaton,147.0
100000.0,Foreign Used,Automatic,,Petrol,2014,54621.0,,,2.0,Audi,A4,Tonaton,220.0
185000.0,Foreign Used,Automatic,SUV,Petrol,2015,,All-Wheel Drive,185.0,2.4,Honda,CR-V,Tonaton,185.0
400000.0,Foreign Used,Automatic,,Petrol,2019,71735.0,,295.0,3.5,Toyota,Highlander,Tonaton,295.0
39800.0,Ghanaian Used,Automatic,Crossover,Petrol,2010,,Front-Wheel Drive,172.0,2.5,Nissan,Rogue,Tonaton,172.0
1300000.0,Foreign Used,Automatic,,Petrol,2018,32679.0,,,,Land Rover,Range Rover Vogue,Tonaton,
780000.0,Foreign Used,Automatic,,Petrol,2018,56000.0,,,,Mercedes-Benz,GLE43,Tonaton,
600000.0,Foreign Used,Automatic,,Petrol,2021,25.0,,,2.5,Toyota,RAV4,Tonaton,176.0
28500.0,Ghanaian Used,Manual,Hatchback,Petrol,2008,102358.0,Front-Wheel Drive,126.0,1.8,Toyota,Matrix,Tonaton,126.0
155000.0,Foreign Used,Automatic,SUV,Petrol,2015,68525.0,All-Wheel Drive,166.0,2.4,Mitsubishi,Outlander,Tonaton,166.0
295000.0,Foreign Used,Automatic,Sedan,Petrol,2016,,Rear-Wheel Drive,302.0,3.5,Mercedes-Benz,E350,Tonaton,302.0
65000.0,Foreign Used,Manual,Hatchback,Petrol,2011,88000.0,Front-Wheel Drive,211.0,1.6,Mini,Cooper,Tonaton,211.0
67000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
175000.0,Foreign Used,Automatic,,Petrol,2016,78039.0,,,2.4,GMC,Terrain,Tonaton,182.0
87500.0,Foreign Used,Automatic,Sedan,Petrol,2015,45100.0,Front-Wheel Drive,182.0,2.5,Nissan,Altima,Tonaton,182.0
45000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2012,124511.0,Front-Wheel Drive,140.0,1.6,Kia,Soul,Tonaton,140.0
1850000.0,Foreign Used,Automatic,SUV,Petrol,2020,19000.0,Four-Wheel Drive,575.0,5.0,Land Rover,Range Rover Sport,Tonaton,575.0
56000.0,Ghanaian Used,Automatic,,Petrol,2009,86911.0,,,3.5,Infiniti,FX35,Tonaton,
285000.0,Foreign Used,Automatic,Sedan,Petrol,2020,,Front-Wheel Drive,252.0,2.0,Honda,Accord,Tonaton,252.0
90000.0,Ghanaian Used,Manual,Pickup,Petrol,2012,185241.0,All-Wheel Drive,160.0,2.7,Toyota,Hilux,Tonaton,160.0
250000.0,Foreign Used,Automatic,Sedan,Petrol,2018,32523.0,Front-Wheel Drive,252.0,2.0,Honda,Accord,Tonaton,252.0
88500.0,Foreign Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
89000.0,Ghanaian Used,Manual,SUV,Diesel,2012,120000.0,Four-Wheel Drive,217.0,4.5,Toyota,Land Cruiser,Tonaton,217.0
157000.0,Ghanaian Used,Automatic,Sedan,Petrol,2019,,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
505000.0,Foreign Used,Automatic,SUV,Petrol,2020,,Four-Wheel Drive,300.0,2.3,Ford,Explorer,Tonaton,300.0
170000.0,Foreign Used,Automatic,,Petrol,2018,,,,3.6,Chevrolet,Camaro,Tonaton,323.0
85000.0,Ghanaian Used,Automatic,Sedan,Petrol,2016,77584.0,Front-Wheel Drive,185.0,2.4,Honda,Accord,Tonaton,185.0
125000.0,Ghanaian Used,Automatic,,Petrol,2012,65845.0,,,2.0,Mercedes-Benz,E300,Tonaton,
215000.0,Foreign Used,Automatic,,Petrol,2018,43512.0,,,2.0,BMW,X1,Tonaton,228.0
395000.0,Foreign Used,Automatic,Coupe,Petrol,2019,60420.0,All-Wheel Drive,305.0,3.6,Dodge,Challenger,Tonaton,305.0
389500.0,Foreign Used,Automatic,,Petrol,2020,16000.0,,,2.0,Mercedes-Benz,C300,Tonaton,241.0
75000.0,Foreign Used,Automatic,,Petrol,2016,85628.0,,,1.0,Chevrolet,Spark,Tonaton,68.0
120000.0,Ghanaian Used,Automatic,Pickup,Diesel,2010,101175.0,All-Wheel Drive,386.0,5.7,Toyota,Tundra,Tonaton,386.0
81000.0,Foreign Used,Automatic,SUV,Petrol,2013,169421.0,Front-Wheel Drive,178.0,1.6,Ford,Escape,Tonaton,178.0
75000.0,Ghanaian Used,Automatic,Sedan,Petrol,2015,95000.0,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
200000.0,Foreign Used,Automatic,Sedan,Petrol,2020,,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
240000.0,Foreign Used,Automatic,SUV,Petrol,2019,31548.0,Front-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
775500.0,Foreign Used,Automatic,Sedan,Petrol,2018,,All-Wheel Drive,362.0,3.0,Mercedes-Benz,AMG GT,Tonaton,362.0
170000.0,Foreign Used,Automatic,,Petrol,2013,,,,2.5,Mazda,CX-5,Tonaton,187.0
1250000.0,Foreign Used,Automatic,SUV,Petrol,2019,28500.0,Four-Wheel Drive,518.0,5.0,Land Rover,Range Rover Sport,Tonaton,518.0
185000.0,Foreign Used,Automatic,Sedan,Petrol,2018,23100.0,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
100000.0,Ghanaian Used,Automatic,SUV,Petrol,2014,90892.0,All-Wheel Drive,250.0,3.5,Honda,Pilot,Tonaton,250.0
560000.0,Ghanaian Used,Automatic,SUV,Petrol,2013,37936.0,All-Wheel Drive,370.0,5.7,Lexus,LX,Tonaton,370.0
370000.0,Foreign Used,Automatic,SUV,Petrol,2021,15000.0,Front-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
665000.0,Foreign Used,Automatic,Pickup,Diesel,2021,36485.0,All-Wheel Drive,260.0,3.0,Dodge,RAM,Tonaton,260.0
220500.0,Foreign Used,Automatic,Pickup,Petrol,2013,71000.0,All-Wheel Drive,395.0,5.7,Dodge,RAM,Tonaton,395.0
135000.0,Foreign Used,Automatic,SUV,Petrol,2015,,Front-Wheel Drive,182.0,2.4,Kia,Sportage,Tonaton,182.0
120000.0,Foreign Used,Automatic,SUV,Petrol,2012,110000.0,Front-Wheel Drive,150.0,2.0,Mitsubishi,Outlander,Tonaton,150.0
910000.0,Foreign Used,Automatic,SUV,Petrol,2019,,Four-Wheel Drive,340.0,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
105000.0,Foreign Used,Automatic,Sedan,Petrol,2013,,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
375000.0,Foreign Used,Automatic,,Petrol,2022,,,,1.5,Honda,CR-V,Tonaton,190.0
655000.0,Foreign Used,Automatic,,Petrol,2021,,,,,BMW,530i,Tonaton,
67000.0,Ghanaian Used,Automatic,,Petrol,2014,,,,1.8,Nissan,Sentra,Tonaton,130.0
175000.0,Foreign Used,Automatic,,Petrol,2017,42064.0,,,2.4,Hyundai,Tucson,Tonaton,176.0
220000.0,Foreign Used,Automatic,SUV,Petrol,2019,49618.0,Front-Wheel Drive,185.0,2.4,Kia,Sorento,Tonaton,185.0
300000.0,Foreign Used,Automatic,,Petrol,2016,63254.0,,,2.5,BMW,X3,Tonaton,248.0
110000.0,Ghanaian Used,Automatic,SUV,Petrol,2010,,Front-Wheel Drive,274.0,3.5,Toyota,Highlander,Tonaton,274.0
199500.0,Foreign Used,Automatic,Sedan,Petrol,2014,49000.0,All-Wheel Drive,215.0,2.5,Lexus,IS,Tonaton,215.0
210000.0,Ghanaian Used,Automatic,SUV,Petrol,2016,10764.0,All-Wheel Drive,270.0,3.5,Toyota,Highlander,Tonaton,270.0
98000.0,Ghanaian Used,Automatic,SUV,Petrol,2012,,All-Wheel Drive,380.0,5.0,Land Rover,Range Rover Sport,Tonaton,380.0
480000.0,Foreign Used,Automatic,SUV,Petrol,2016,55000.0,All-Wheel Drive,340.0,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
135000.0,Foreign Used,Automatic,SUV,Petrol,2013,109334.0,All-Wheel Drive,241.0,2.0,BMW,X1,Tonaton,241.0
200000.0,Foreign Used,Automatic,,Petrol,2013,52366.0,,,2.0,Land Rover,Range Rover Evoque,Tonaton,
130000.0,Foreign Used,Automatic,,Petrol,2013,59663.0,,,2.4,Hyundai,H1,Tonaton,171.0
75000.0,Foreign Used,Manual,Hatchback,Petrol,2012,64000.0,Front-Wheel Drive,122.0,1.6,Ford,Fiesta,Tonaton,122.0
100000.0,Ghanaian Used,Automatic,SUV,Petrol,2013,74512.0,Front-Wheel Drive,264.0,2.0,Hyundai,Santa Fe,Tonaton,264.0
750000.0,Ghanaian Used,Automatic,SUV,Petrol,2020,,All-Wheel Drive,247.0,2.0,Jaguar,F-Pace,Tonaton,247.0
140000.0,Foreign Used,Automatic,Sedan,Petrol,2016,,Front-Wheel Drive,,2.4,Hyundai,Sonata,Tonaton,245.0
75000.0,Foreign Used,Automatic,,Petrol,2010,97125.0,,,,Honda,Freed,Tonaton,
350000.0,Foreign Used,Automatic,SUV,Petrol,2013,,All-Wheel Drive,302.0,3.5,Mercedes-Benz,GLK-Class,Tonaton,302.0
190000.0,Foreign Used,Automatic,,Petrol,2019,,,,2.0,Mercedes-Benz,CLA-Class,Tonaton,208.0
135000.0,Foreign Used,Automatic,,Petrol,2014,75000.0,,,,Mercedes-Benz,C250,Tonaton,
165000.0,Foreign Used,Automatic,Sedan,Petrol,2017,48000.0,Front-Wheel Drive,174.0,1.5,Honda,Civic,Tonaton,174.0
385000.0,Foreign Used,Automatic,Pickup,Petrol,2020,57000.0,Four-Wheel Drive,278.0,3.5,Toyota,Tacoma,Tonaton,278.0
390000.0,Foreign Used,Automatic,,Petrol,2021,7123.0,,,2.5,Toyota,RAV4,Tonaton,176.0
425000.0,Foreign Used,Automatic,,Petrol,2020,27200.0,,,,Lexus,RX 350,Tonaton,
420000.0,Foreign Used,Automatic,Pickup,Petrol,2020,13031.0,Four-Wheel Drive,278.0,3.5,Toyota,Tacoma,Tonaton,278.0
600000.0,Foreign Used,Automatic,,Petrol,2019,,,,,Land Rover,Range Rover Velar,Tonaton,
565000.0,Foreign Used,Automatic,,Petrol,2020,14966.0,,,3.6,Jeep,Gladiator,Tonaton,285.0
980000.0,Foreign Used,Automatic,,Petrol,2020,16000.0,,,,Land Rover,Range Rover Velar,Tonaton,
230000.0,Foreign Used,Automatic,,Petrol,2013,,,,2.0,BMW,X1,Tonaton,228.0
160000.0,Foreign Used,Automatic,,Petrol,2010,40123.0,,,3.4,Lexus,LS,Tonaton,415.0
800000.0,Foreign Used,Automatic,,Petrol,2021,3000.0,,,3.5,Toyota,Highlander,Tonaton,295.0
153000.0,Foreign Used,Automatic,SUV,Petrol,2017,,All-Wheel Drive,170.0,2.5,Nissan,Rogue,Tonaton,170.0
140000.0,Foreign Used,Automatic,SUV,Petrol,2014,42000.0,Front-Wheel Drive,185.0,2.4,Honda,CR-V,Tonaton,185.0
110000.0,Foreign Used,Automatic,,Petrol,2014,,,,2.5,Toyota,Camry,Tonaton,178.0
350000.0,Foreign Used,Automatic,SUV,Petrol,2016,,All-Wheel Drive,340.0,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
145000.0,Foreign Used,Automatic,SUV,Petrol,2017,57984.0,All-Wheel Drive,170.0,2.5,Nissan,Rogue,Tonaton,170.0
460000.0,Foreign Used,Automatic,,Petrol,2018,100000.0,,,3.5,Ford,F-150,Tonaton,365.0
870000.0,Foreign Used,Automatic,,Petrol,2019,23647.0,,,,Land Rover,Range Rover Vogue,Tonaton,
108000.0,Foreign Used,Automatic,Crossover,Petrol,2012,108000.0,Front-Wheel Drive,264.0,3.5,Nissan,Murano,Tonaton,264.0
280000.0,Foreign Used,Automatic,SUV,Petrol,2019,59934.0,Front-Wheel Drive,187.0,2.5,Mazda,CX-5,Tonaton,187.0
155000.0,Foreign Used,Automatic,,Petrol,2012,104401.0,,,2.0,BMW,X1,Tonaton,228.0
700000.0,Foreign Used,Automatic,SUV,Petrol,2020,,Four-Wheel Drive,285.0,3.6,Jeep,Wrangler,Tonaton,285.0
217000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
268000.0,Foreign Used,Automatic,,Petrol,2021,5151.0,,,,Peugeot,3008,Tonaton,
185000.0,Foreign Used,Automatic,,Petrol,2012,,Front-Wheel Drive,,2.4,Honda,CR-V,Tonaton,190.0
89000.0,Foreign Used,Automatic,Sedan,Petrol,2013,79000.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
190000.0,Foreign Used,Automatic,Pickup,Petrol,2015,,Rear-Wheel Drive,159.0,2.7,Toyota,Tacoma,Tonaton,159.0
535000.0,Foreign Used,Automatic,,Petrol,2021,21556.0,,,3.5,Acura,MDX,Tonaton,290.0
385000.0,Foreign Used,Automatic,,Petrol,2021,1450.0,,,1.5,Honda,CR-V,Tonaton,190.0
75000.0,Foreign Used,Automatic,Sedan,Petrol,2012,,Front-Wheel Drive,150.0,1.8,Hyundai,Elantra,Tonaton,150.0
400000.0,Ghanaian Used,Automatic,SUV,Petrol,2018,,All-Wheel Drive,259.0,3.5,Lexus,RX,Tonaton,259.0
370000.0,Foreign Used,Automatic,,Petrol,2017,,,,3.0,Mercedes-Benz,GLE-Class,Tonaton,
280000.0,Foreign Used,Automatic,SUV,Petrol,2016,52000.0,Four-Wheel Drive,285.0,3.6,Jeep,Wrangler,Tonaton,285.0
680000.0,Foreign Used,Automatic,,Petrol,2020,11254.0,,,,Lexus,RX 350,Tonaton,
210000.0,Foreign Used,Automatic,Sedan,Petrol,2020,9562.0,Front-Wheel Drive,252.0,2.0,Honda,Accord,Tonaton,252.0
195000.0,Foreign Used,Automatic,,Petrol,2016,32000.0,,,2.0,BMW,320i,Tonaton,
72000.0,Foreign Used,Automatic,Sedan,Petrol,2010,,Front-Wheel Drive,106.0,1.5,Toyota,Yaris,Tonaton,106.0
57000.0,Ghanaian Used,Automatic,Sedan,Petrol,2012,,Front-Wheel Drive,,2.0,Ford,Focus,Tonaton,142.0
220000.0,Ghanaian Used,Manual,Pickup,Diesel,2017,37000.0,All-Wheel Drive,181.0,2.4,Mitsubishi,L200,Tonaton,181.0
91000.0,Foreign Used,Automatic,Sedan,Petrol,2013,,Front-Wheel Drive,,1.8,Hyundai,Elantra,Tonaton,147.0
84000.0,Foreign Used,Automatic,,Petrol,2013,,,,1.6,Hyundai,Accent,Tonaton,138.0
351000.0,Foreign Used,Automatic,,Petrol,2018,51000.0,,,2.0,Land Rover,Range Rover Evoque,Tonaton,
375000.0,Foreign Used,Automatic,,Petrol,2020,,,,,Lexus,RX 350,Tonaton,
255000.0,Foreign Used,Automatic,,Petrol,2013,94180.0,,,,Lincoln,MKZ,Tonaton,
165000.0,Foreign Used,Automatic,,Petrol,2016,235977.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
1540000.0,Foreign Used,Automatic,SUV,Petrol,2021,605.0,All-Wheel Drive,296.0,4.7,Lexus,GX,Tonaton,296.0
320000.0,Foreign Used,Automatic,,Petrol,2022,,,,1.5,Honda,CR-V,Tonaton,190.0
365000.0,Foreign Used,Automatic,,Petrol,2018,39000.0,,,,Chevrolet,Colorado,Tonaton,
170000.0,Foreign Used,Automatic,,Petrol,2014,,,,2.5,Toyota,RAV4,Tonaton,176.0
1100700.0,Foreign Used,Automatic,,Petrol,2021,44000.0,,,2.0,Land Rover,Range Rover Evoque,Tonaton,
226000.0,Foreign Used,Automatic,SUV,Petrol,2018,,All-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
585000.0,Foreign Used,Automatic,SUV,Petrol,2008,111400.0,All-Wheel Drive,386.0,5.7,Lexus,LX,Tonaton,386.0
750000.0,Foreign Used,Automatic,SUV,Petrol,2019,,Four-Wheel Drive,340.0,3.0,Land Rover,Range Rover Sport,Tonaton,340.0
170000.0,Foreign Used,Automatic,,Petrol,2014,,,,5.7,Lexus,LX,Tonaton,370.0
230000.0,Foreign Used,Automatic,SUV,Petrol,2020,40554.0,All-Wheel Drive,170.0,1.5,GMC,Terrain,Tonaton,170.0
1687500.0,Foreign Used,Automatic,SUV,Petrol,2022,21.0,All-Wheel Drive,240.0,4.0,Toyota,Land Cruiser,Tonaton,240.0
139500.0,Foreign Used,Automatic,SUV,Petrol,2014,46000.0,All-Wheel Drive,181.0,1.6,Mini,Countryman,Tonaton,181.0
275000.0,Foreign Used,Automatic,,Petrol,2016,,,,2.0,Mercedes-Benz,C300,Tonaton,241.0
135000.0,Foreign Used,Automatic,Sedan,Petrol,2017,35639.0,Front-Wheel Drive,174.0,1.5,Honda,Civic,Tonaton,174.0
85000.0,Foreign Used,Automatic,Convertible,Petrol,2010,51513.0,Front-Wheel Drive,116.0,2.0,Volkswagen,Beetle,Tonaton,116.0
150000.0,Ghanaian Used,Manual,Pickup,Diesel,2010,95000.0,Rear-Wheel Drive,102.0,2.5,Toyota,Hilux,Tonaton,102.0
80000.0,Foreign Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,160.0,2.0,Ford,Focus,Tonaton,160.0
720000.0,Foreign Used,Automatic,,Petrol,2018,28000.0,,,,Land Rover,Range Rover Velar,Tonaton,
360000.0,Foreign Used,Automatic,Coupe,Petrol,2019,,All-Wheel Drive,255.0,2.0,Mercedes-Benz,C300,Tonaton,255.0
55000.0,Ghanaian Used,Automatic,,Petrol,2013,,Front-Wheel Drive,138.0,1.8,Chevrolet,Sonic,Tonaton,138.0
650000.0,Foreign Used,Automatic,Pickup,Petrol,2020,,Four-Wheel Drive,325.0,2.7,Ford,F-150,Tonaton,325.0
280000.0,Foreign Used,Automatic,,Petrol,2021,64370.0,,,1.5,Honda,CR-V,Tonaton,190.0
630000.0,Foreign Used,Automatic,,Petrol,2020,17257.0,,,3.6,Jeep,Gladiator,Tonaton,285.0
335000.0,Foreign Used,Automatic,,Petrol,2022,1024.0,,,1.5,Honda,CR-V,Tonaton,190.0
420000.0,Foreign Used,Automatic,Pickup,Petrol,2018,,,278.0,3.5,Toyota,Tacoma,Tonaton,278.0
59000.0,Foreign Used,Automatic,Hatchback,Petrol,2012,,Front-Wheel Drive,,1.0,Hyundai,I10,Tonaton,68.0
495000.0,Foreign Used,Automatic,,Petrol,2020,,,,,Mitsubishi,Montero Sport,Tonaton,
880000.0,Foreign Used,Automatic,SUV,Petrol,2019,52000.0,Four-Wheel Drive,304.0,4.6,Toyota,Land Cruiser,Tonaton,304.0
600000.0,Foreign Used,Automatic,SUV,Petrol,2020,34000.0,Four-Wheel Drive,285.0,3.6,Jeep,Wrangler,Tonaton,285.0
272000.0,Foreign Used,Automatic,,Petrol,2018,,,,2.0,Toyota,C-HR,Tonaton,144.0
370000.0,Foreign Used,Automatic,,Petrol,2021,705.0,,,1.5,Honda,CR-V,Tonaton,190.0
310000.0,Foreign Used,Automatic,SUV,Petrol,2020,,All-Wheel Drive,203.0,2.5,Toyota,RAV4,Tonaton,203.0
90000.0,Foreign Used,Automatic,,Petrol,2010,,,,2.0,Mercedes-Benz,C300,Tonaton,241.0
120000.0,Ghanaian Used,Automatic,,Petrol,2016,43939.0,,,1.8,Kia,Carens,Tonaton,126.0
325000.0,Foreign Used,Automatic,,Petrol,2020,24000.0,,,3.5,Nissan,Pathfinder,Tonaton,260.0
145000.0,Foreign Used,Automatic,,Petrol,2013,36522.0,,,2.0,Mercedes-Benz,C300,Tonaton,241.0
169500.0,Foreign Used,Automatic,Sedan,Petrol,2016,48160.0,All-Wheel Drive,292.0,3.6,Dodge,Charger,Tonaton,292.0
1955000.0,Foreign Used,Automatic,,Petrol,2021,4820.0,,,3.0,Mercedes-Benz,GLE-Class,Tonaton,
78000.0,Foreign Used,Automatic,Hatchback,Petrol,2017,,Front-Wheel Drive,78.0,1.2,Mitsubishi,Mirage,Tonaton,78.0
285000.0,Foreign Used,Automatic,,Petrol,2021,2200.0,,,2.0,Honda,Accord,Tonaton,192.0
59000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,78000.0,Front-Wheel Drive,,1.8,Hyundai,Elantra,Tonaton,147.0
235000.0,Ghanaian Used,Automatic,SUV,Petrol,2019,44195.0,All-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
53000.0,Foreign Used,Manual,,Petrol,2010,96352.0,,,1.1,Hyundai,I10,Tonaton,68.0
595000.0,Foreign Used,Automatic,,Petrol,2016,,,,4.4,BMW,M5,Tonaton,560.0
31000.0,Ghanaian Used,Automatic,SUV,Petrol,2005,155144.0,All-Wheel Drive,162.0,2.4,Toyota,Highlander,Tonaton,162.0
1050000.0,Foreign Used,Automatic,,Petrol,2020,,,,4.8,Porsche,Cayenne,Tonaton,420.0
68000.0,Ghanaian Used,Manual,SUV,Diesel,2009,204751.0,All-Wheel Drive,173.0,3.0,Toyota,Land Cruiser Prado,Tonaton,173.0
100000.0,Ghanaian Used,Automatic,SUV,Petrol,2013,86332.0,Front-Wheel Drive,264.0,2.0,Hyundai,Santa Fe,Tonaton,264.0
468500.0,Foreign Used,Automatic,,Petrol,2019,22000.0,,,3.0,Mercedes-Benz,GLE-Class,Tonaton,
650000.0,Foreign Used,Automatic,,Petrol,2021,15000.0,,,3.6,Jeep,Wrangler,Tonaton,285.0
150000.0,Foreign Used,Automatic,SUV,Petrol,2017,57986.0,Front-Wheel Drive,170.0,2.5,Nissan,Rogue,Tonaton,170.0
425000.0,Foreign Used,Automatic,,Petrol,2021,14000.0,,,2.0,Acura,RDX,Tonaton,272.0
160000.0,Foreign Used,Manual,Pickup,Petrol,2014,69786.0,Rear-Wheel Drive,365.0,3.5,Ford,F-150,Tonaton,365.0
140000.0,Foreign Used,Automatic,SUV,Petrol,2017,,All-Wheel Drive,,2.4,Kia,Sportage,Tonaton,182.0
400000.0,Foreign Used,Automatic,Pickup,Petrol,2017,65000.0,Four-Wheel Drive,385.0,5.0,Ford,F-150,Tonaton,385.0
245000.0,Foreign Used,Automatic,,Petrol,2020,100000.0,,,,Piaggio,Porter,Tonaton,
215000.0,Foreign Used,Automatic,,Petrol,2010,65000.0,,,,Isuzu,KB,Tonaton,
510000.0,Foreign Used,Automatic,,Petrol,2017,33474.0,,,2.5,Toyota,Hilux,Tonaton,102.0
