Price,Use,Transmission,Body,Fuel,Year,Mileage (km),Drivetrain,Horse Power,Engine Size (l),Make,Model,Source,Horsepower
26000.0,Ghanaian Used,Automatic,SUV,Diesel,2008,175823.0,All-Wheel Drive,163.0,2.7,SsangYong,Rexton,Tonaton,163.0
58000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,91545.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
299000.0,Foreign Used,Automatic,,Petrol,2020,11000.0,,,3.0,Volkswagen,Touareg,Tonaton,225.0
370000.0,Foreign Used,Automatic,SUV,Petrol,2019,,All-Wheel Drive,272.0,2.0,Acura,RDX,Tonaton,272.0
67300.0,Foreign Used,Automatic,,Petrol,2010,73000.0,,,,Toyota,Belta,Tonaton,
90000.0,Foreign Used,Automatic,Sedan,Petrol,2016,,Front-Wheel Drive,130.0,1.8,Nissan,Sentra,Tonaton,130.0
60000.0,Ghanaian Used,Automatic,,Petrol,2011,,,,,Suzuki,Vitara,Tonaton,
35500.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,,Front-Wheel Drive,106.0,1.5,Toyota,Yaris,Tonaton,106.0
159000.0,Ghanaian Used,Automatic,SUV,Petrol,2018,80120.0,All-Wheel Drive,175.0,1.6,Hyundai,Tucson,Tonaton,175.0
39500.0,Ghanaian Used,Automatic,Hatchback,Petrol,2013,115963.0,,,1.6,Kia,Rio,Tonaton,138.0
649000.0,Foreign Used,Automatic,,Petrol,2022,34.0,,,2.7,Toyota,Fortuner,Tonaton,164.0
27000.0,Ghanaian Used,Automatic,,Petrol,2009,98357.0,,,1.6,Hyundai,Accent,Tonaton,138.0
60000.0,Foreign Used,Manual,,Petrol,2012,95025.0,,,,Kia,Morning,Tonaton,
32000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,,Front-Wheel Drive,132.0,1.8,Pontiac,Vibe,Tonaton,132.0
32500.0,Ghanaian Used,Automatic,Sedan,Petrol,2009,95000.0,Front-Wheel Drive,158.0,2.4,Toyota,Camry,Tonaton,158.0
109000.0,Foreign Used,Automatic,,Petrol,2016,51239.0,,,1.8,Hyundai,Elantra,Tonaton,147.0
45500.0,Foreign Used,Automatic,Hatchback,Petrol,2010,,Front-Wheel Drive,140.0,2.0,Hyundai,Elantra,Tonaton,140.0
148000.0,Foreign Used,Automatic,,Petrol,2015,81494.0,,,,Mini,Mini,Tonaton,
63000.0,Foreign Used,Automatic,,Petrol,2010,,,,,Toyota,Belta,Tonaton,
79500.0,Foreign Used,Automatic,,Petrol,2013,68321.0,,,1.8,Hyundai,Elantra,Tonaton,147.0
32000.0,Ghanaian Used,Automatic,,Petrol,2006,236506.0,,,2.5,Toyota,Camry,Tonaton,178.0
100000.0,Foreign Used,Manual,SUV,Petrol,2015,52558.0,Front-Wheel Drive,182.0,2.4,Kia,Sportage,Tonaton,182.0
62000.0,Ghanaian Used,Automatic,,Petrol,2013,102800.0,,,2.5,Nissan,Rogue,Tonaton,172.0
42000.0,Foreign Used,Automatic,Hatchback,Petrol,2013,55874.0,Front-Wheel Drive,68.0,1.2,Chevrolet,Spark,Tonaton,68.0
650000.0,Foreign Used,Automatic,Pickup,Petrol,2018,578000.0,Four-Wheel Drive,450.0,3.5,Ford,F-150,Tonaton,450.0
95000.0,Foreign Used,Automatic,Sedan,Petrol,2016,48980.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
33000.0,Ghanaian Used,Manual,,Petrol,2010,,,,,Kia,Morning,Tonaton,
80000.0,Foreign Used,Automatic,Sedan,Petrol,2008,56812.0,Front-Wheel Drive,128.0,1.8,Toyota,Corolla,Tonaton,128.0
105000.0,Foreign Used,Automatic,Sedan,Petrol,2014,64580.0,Front-Wheel Drive,145.0,1.8,Hyundai,Elantra,Tonaton,145.0
44000.0,Ghanaian Used,Automatic,,Petrol,2012,80921.0,,,,SsangYong,Actyon,Tonaton,
315000.0,Foreign Used,Automatic,,Petrol,2021,42583.0,,,1.5,Honda,CR-V,Tonaton,190.0
45000.0,Ghanaian Used,Automatic,,Petrol,2008,55195.0,,,3.5,Toyota,Sienna,Tonaton,266.0
33000.0,Ghanaian Used,Manual,,Petrol,2006,,,,,Mercedes-Benz,C180,Tonaton,
43500.0,Ghanaian Used,Automatic,Hatchback,Petrol,2012,,Front-Wheel Drive,70.0,1.0,Toyota,Vitz,Tonaton,70.0
1400000.0,Foreign Used,Automatic,,Petrol,2018,21000.0,,,,Land Rover,Range Rover Vogue,Tonaton,
260000.0,Foreign Used,Automatic,,Petrol,2015,,,,2.0,Mercedes-Benz,C300,Tonaton,241.0
64808.0,Ghanaian Used,Automatic,Sedan,Petrol,2015,,Front-Wheel Drive,185.0,2.4,Hyundai,Sonata,Tonaton,185.0
37000.0,Ghanaian Used,Automatic,SUV,Diesel,2007,130852.0,All-Wheel Drive,265.0,4.0,Nissan,Xterra,Tonaton,265.0
135000.0,Foreign Used,Automatic,SUV,Petrol,2015,,All-Wheel Drive,290.0,3.3,Hyundai,Santa Fe,Tonaton,290.0
355000.0,Foreign Used,Automatic,SUV,Petrol,2021,16000.0,Front-Wheel Drive,280.0,3.5,Honda,Pilot,Tonaton,280.0
44000.0,Ghanaian Used,Automatic,Sedan,Petrol,2008,,Front-Wheel Drive,128.0,1.8,Toyota,Corolla,Tonaton,128.0
29000.0,Ghanaian Used,Automatic,,Petrol,2007,132286.0,,,1.8,Hyundai,Elantra,Tonaton,147.0
30000.0,Ghanaian Used,Automatic,,Petrol,2005,36000.0,,,2.5,Toyota,Camry,Tonaton,178.0
36000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,,Front-Wheel Drive,87.0,1.3,Toyota,Vitz,Tonaton,87.0
250000.0,Foreign Used,Automatic,,Petrol,2016,,,,2.0,Mercedes-Benz,C300,Tonaton,241.0
46500.0,Ghanaian Used,Automatic,,Petrol,2013,113528.0,Front-Wheel Drive,138.0,1.8,Chevrolet,Sonic,Tonaton,138.0
110000.0,Ghanaian Used,Automatic,,Petrol,2014,55000.0,,,2.0,BMW,320i,Tonaton,
290000.0,Foreign Used,Automatic,SUV,Petrol,2020,12500.0,All-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
83000.0,Foreign Used,Manual,Sedan,Petrol,2010,42152.0,Front-Wheel Drive,106.0,1.5,Toyota,Yaris,Tonaton,106.0
34000.0,Ghanaian Used,Manual,Hatchback,Petrol,2010,71004.0,Front-Wheel Drive,67.0,1.1,Hyundai,I10,Tonaton,67.0
880000.0,Foreign Used,Automatic,,Petrol,2019,42800.0,,,2.0,Mercedes-Benz,E300,Tonaton,
158000.0,Foreign Used,Automatic,Sedan,Petrol,2017,39206.0,Front-Wheel Drive,185.0,2.4,Honda,Accord,Tonaton,185.0
48000.0,Ghanaian Used,Manual,,Petrol,2010,128542.0,Front-Wheel Drive,90.0,1.4,Opel,Combo,Tonaton,90.0
65000.0,Ghanaian Used,Automatic,,Petrol,2015,52000.0,,,2.0,Hyundai,Sonata,Tonaton,245.0
120000.0,Foreign Used,Automatic,,Petrol,2018,,,,1.8,Hyundai,Elantra,Tonaton,147.0
400000.0,Foreign Used,Automatic,,Petrol,2021,28563.0,,,2.5,Toyota,RAV4,Tonaton,176.0
450000.0,Foreign Used,Automatic,SUV,Petrol,2019,92926.0,All-Wheel Drive,280.0,3.5,Honda,Pilot,Tonaton,280.0
35000.0,Ghanaian Used,Manual,Hatchback,Petrol,2007,,Front-Wheel Drive,52.0,0.8,Chevrolet,Matiz,Tonaton,52.0
41000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,,Front-Wheel Drive,87.0,1.3,Toyota,Vitz,Tonaton,87.0
78000.0,Foreign Used,Manual,Sedan,Petrol,2009,94000.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
35000.0,Ghanaian Used,Automatic,,Petrol,2010,95000.0,,,1.3,Toyota,Vitz,Tonaton,87.0
73000.0,Foreign Used,Automatic,Sedan,Petrol,2014,42000.0,Front-Wheel Drive,274.0,2.0,Kia,Optima,Tonaton,274.0
61000.0,Foreign Used,Automatic,,Petrol,2014,90618.0,,,1.6,Nissan,Versa,Tonaton,109.0
395000.0,Foreign Used,Automatic,,Petrol,2022,,,,1.5,Honda,CR-V,Tonaton,190.0
68000.0,Ghanaian Used,Automatic,,Petrol,2014,56000.0,,,2.0,Hyundai,Sonata,Tonaton,245.0
230000.0,Foreign Used,Automatic,SUV,Petrol,2018,,,176.0,2.5,Toyota,RAV4,Tonaton,176.0
68000.0,Ghanaian Used,Automatic,,Petrol,2015,12349.0,,,2.0,Volkswagen,Eos,Tonaton,200.0
35000.0,Ghanaian Used,Automatic,Sedan,Petrol,2010,132000.0,Front-Wheel Drive,190.0,2.4,Honda,Accord,Tonaton,190.0
150000.0,Foreign Used,Automatic,,Petrol,2013,,,,,Mercedes-Benz,C250,Tonaton,
90000.0,Ghanaian Used,Automatic,,Petrol,2014,,,,1.8,Toyota,Corolla,Tonaton,132.0
1100000.0,Ghanaian Used,Automatic,SUV,Diesel,2019,24000.0,Four-Wheel Drive,249.0,4.5,Toyota,Land Cruiser,Tonaton,249.0
37500.0,Ghanaian Used,Automatic,,Petrol,2009,95000.0,Front-Wheel Drive,168.0,2.4,Honda,CR-V,Tonaton,168.0
142000.0,Foreign Used,Automatic,,Petrol,2012,,,,3.5,Toyota,Highlander,Tonaton,295.0
215000.0,Foreign Used,Automatic,,Petrol,2016,67000.0,,,,BMW,328i,Tonaton,
30000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2008,,Front-Wheel Drive,150.0,1.8,Dodge,Caliber,Tonaton,150.0
238000.0,Foreign Used,Automatic,Sedan,Petrol,2018,39000.0,Front-Wheel Drive,192.0,1.5,Honda,Accord,Tonaton,192.0
130000.0,Foreign Used,Automatic,SUV,Petrol,2012,63214.0,Front-Wheel Drive,,2.5,Toyota,RAV4,Tonaton,176.0
49500.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,88123.0,Front-Wheel Drive,,1.8,Hyundai,Elantra,Tonaton,147.0
190000.0,Foreign Used,Automatic,,Petrol,2017,47000.0,,,,Lincoln,MKZ,Tonaton,
44000.0,Foreign Used,Automatic,Sedan,Petrol,2010,,,,1.6,Kia,Rio,Tonaton,138.0
83000.0,Foreign Used,Automatic,Sedan,Petrol,2017,64582.0,,,2.0,Kia,Forte,Tonaton,161.0
175000.0,Foreign Used,Automatic,,Petrol,2020,25100.0,,,1.8,Toyota,Corolla,Tonaton,132.0
600000.0,Foreign Used,Automatic,SUV,Petrol,2013,72142.0,All-Wheel Drive,163.0,2.7,Toyota,Land Cruiser Prado,Tonaton,163.0
80000.0,Ghanaian Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,192.0,2.4,Kia,Optima,Tonaton,192.0
649000.0,Foreign Used,Automatic,,Petrol,2022,35.0,,,2.7,Toyota,Fortuner,Tonaton,164.0
245000.0,Foreign Used,Automatic,SUV,Petrol,2019,40540.0,All-Wheel Drive,181.0,2.4,Hyundai,Tucson,Tonaton,181.0
55000.0,Foreign Used,Automatic,Hatchback,Petrol,2011,87545.0,Front-Wheel Drive,119.0,1.5,Honda,Fit,Tonaton,119.0
29500.0,Ghanaian Used,Automatic,Hatchback,Petrol,2008,62111.0,Front-Wheel Drive,63.0,1.1,Hyundai,Getz,Tonaton,63.0
128000.0,Ghanaian Used,Automatic,,Petrol,2017,69000.0,,,2.4,Hyundai,Santa Fe,Tonaton,192.5
32000.0,Ghanaian Used,Automatic,,Petrol,2012,130372.0,,,1.6,Nissan,Versa,Tonaton,109.0
140000.0,Foreign Used,Automatic,Coupe,Petrol,2017,34000.0,Front-Wheel Drive,174.0,1.5,Honda,Civic,Tonaton,174.0
44500.0,Ghanaian Used,Automatic,Sedan,Petrol,2008,128000.0,Front-Wheel Drive,128.0,1.8,Toyota,Corolla,Tonaton,128.0
1400000.0,Foreign Used,Automatic,SUV,Petrol,2020,22542.0,Four-Wheel Drive,362.0,5.7,Toyota,Land Cruiser,Tonaton,362.0
120000.0,Foreign Used,Automatic,Sedan,Petrol,2018,60238.0,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
60000.0,Foreign Used,Automatic,,Petrol,2011,,,,2.0,Hyundai,Sonata,Tonaton,245.0
155000.0,Ghanaian Used,Automatic,SUV,Petrol,2018,98542.0,,176.0,2.5,Toyota,RAV4,Tonaton,176.0
52000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,,Front-Wheel Drive,,1.8,Hyundai,Elantra,Tonaton,147.0
85000.0,Foreign Used,Automatic,,Petrol,2011,,,,1.6,Hyundai,Veloster,Tonaton,140.0
29500.0,Ghanaian Used,Manual,Hatchback,Petrol,2011,103000.0,All-Wheel Drive,,1.4,Suzuki,Swift,Tonaton,
225000.0,Foreign Used,Automatic,SUV,Petrol,2018,,,176.0,2.5,Toyota,RAV4,Tonaton,176.0
47500.0,Ghanaian Used,Automatic,Sedan,Petrol,2007,78559.0,Front-Wheel Drive,128.0,1.8,Toyota,Corolla,Tonaton,128.0
145000.0,Foreign Used,Automatic,,Petrol,2014,,,,2.5,Toyota,Camry,Tonaton,178.0
125000.0,Foreign Used,Automatic,,Petrol,2010,70654.0,,,2.5,Toyota,RAV4,Tonaton,176.0
52000.0,Foreign Used,Automatic,Sedan,Petrol,2012,98652.0,Front-Wheel Drive,,2.0,Ford,Focus,Tonaton,142.0
56000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,85000.0,Front-Wheel Drive,106.0,1.5,Toyota,Yaris,Tonaton,106.0
60000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2012,,All-Wheel Drive,95.0,1.3,Toyota,Vitz,Tonaton,95.0
56000.0,Foreign Used,Automatic,Sedan,Petrol,2009,121512.0,Front-Wheel Drive,158.0,2.4,Toyota,Camry,Tonaton,158.0
35800.0,Ghanaian Used,Automatic,,Petrol,2013,50000.0,,,1.1,Hyundai,I10,Tonaton,68.0
64000.0,Foreign Used,Automatic,Sedan,Petrol,2014,124500.0,Front-Wheel Drive,145.0,1.8,Hyundai,Elantra,Tonaton,145.0
135000.0,Ghanaian Used,Automatic,SUV,Petrol,2015,44000.0,Front-Wheel Drive,260.0,2.0,Kia,Sportage,Tonaton,260.0
85000.0,Ghanaian Used,Automatic,Sedan,Petrol,2015,,Front-Wheel Drive,130.0,1.8,Nissan,Sentra,Tonaton,130.0
58000.0,Ghanaian Used,Automatic,SUV,Petrol,2008,92000.0,Front-Wheel Drive,,2.4,Toyota,RAV4,Tonaton,176.0
187000.0,Foreign Used,Automatic,Coupe,Petrol,2018,56000.0,Front-Wheel Drive,174.0,1.5,Honda,Civic,Tonaton,174.0
320000.0,Foreign Used,Automatic,,Petrol,2012,83000.0,,,,BMW,7 Series,Tonaton,
48000.0,Foreign Used,Manual,,Petrol,2011,,,,1.5,Mazda,2,Tonaton,101.0
95000.0,Ghanaian Used,Automatic,Sedan,Petrol,2008,325522.0,Rear-Wheel Drive,228.0,3.0,Mercedes-Benz,C300,Tonaton,228.0
30000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2009,,Front-Wheel Drive,106.0,1.5,Toyota,Yaris,Tonaton,106.0
110000.0,Foreign Used,Automatic,Sedan,Petrol,2016,51000.0,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
53000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2011,46000.0,Front-Wheel Drive,70.0,1.0,Toyota,Vitz,Tonaton,70.0
235000.0,Ghanaian Used,Automatic,Sedan,Petrol,2015,45722.0,All-Wheel Drive,241.0,2.0,Mercedes-Benz,C300,Tonaton,241.0
730000.0,Foreign Used,Automatic,SUV,Petrol,2015,34000.0,Four-Wheel Drive,304.0,4.6,Toyota,Land Cruiser,Tonaton,304.0
176000.0,Ghanaian Used,Automatic,,Petrol,2015,80500.0,,,3.0,Land Rover,Discovery,Tonaton,340.0
75000.0,Foreign Used,Automatic,,Petrol,2014,,,,,Nissan,Teana,Tonaton,
22500.0,Ghanaian Used,Manual,,Petrol,2006,168455.0,,,1.1,Kia,Picanto,Tonaton,65.0
59000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2009,,Front-Wheel Drive,107.0,1.5,Toyota,Yaris,Tonaton,107.0
95000.0,Foreign Used,Automatic,,Petrol,2008,71098.0,Front-Wheel Drive,128.0,1.8,Toyota,Corolla,Tonaton,128.0
335500.0,Ghanaian Used,Automatic,,Petrol,2019,41553.0,,,2.5,BMW,X3,Tonaton,248.0
39500.0,Ghanaian Used,Automatic,,Petrol,2011,63000.0,,,,Kia,Morning,Tonaton,
750000.0,Foreign Used,Automatic,,Petrol,2020,35000.0,,,2.7,Toyota,Fortuner,Tonaton,164.0
58500.0,Foreign Used,Automatic,,Petrol,2012,63218.0,,,2.0,Hyundai,Sonata,Tonaton,245.0
561300.0,Foreign Used,Automatic,,Petrol,2022,20.0,,,2.5,Toyota,Hilux,Tonaton,102.0
199999.0,Foreign Used,Automatic,,Petrol,2017,,,,2.0,Toyota,C-HR,Tonaton,144.0
105000.0,Foreign Used,Automatic,Sedan,Petrol,2016,58000.0,Front-Wheel Drive,140.0,1.8,Toyota,Corolla,Tonaton,140.0
30000.0,Ghanaian Used,Manual,Hatchback,Petrol,2010,108544.0,Front-Wheel Drive,132.0,1.8,Pontiac,Vibe,Tonaton,132.0
28000.0,Ghanaian Used,Automatic,,Petrol,2007,,,,1.6,Nissan,Versa,Tonaton,109.0
250000.0,Ghanaian Used,Automatic,SUV,Petrol,2017,,All-Wheel Drive,220.0,4.0,Audi,Q3,Tonaton,220.0
33000.0,Ghanaian Used,Automatic,,Petrol,2010,71661.0,,,1.0,Chevrolet,Spark,Tonaton,68.0
36800.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,89000.0,Front-Wheel Drive,70.0,1.0,Toyota,Vitz,Tonaton,70.0
33000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,78000.0,Front-Wheel Drive,124.0,1.8,Nissan,Versa,Tonaton,124.0
98000.0,Foreign Used,Automatic,Sedan,Petrol,2018,85000.0,Front-Wheel Drive,160.0,1.5,Chevrolet,Malibu,Tonaton,160.0
68000.0,Ghanaian Used,Automatic,,Petrol,2013,62000.0,,,2.4,GMC,Terrain,Tonaton,182.0
35000.0,Ghanaian Used,Manual,,Petrol,2011,130000.0,,,1.6,Renault,Duster,Tonaton,105.0
105000.0,Foreign Used,Automatic,Sedan,Petrol,2014,,Front-Wheel Drive,178.0,2.5,Toyota,Camry,Tonaton,178.0
80000.0,Ghanaian Used,Manual,Hatchback,Petrol,2018,,Front-Wheel Drive,106.0,1.5,Toyota,Yaris,Tonaton,106.0
56000.0,Foreign Used,Manual,,Petrol,2013,60000.0,,,,Kia,Morning,Tonaton,
95000.0,Ghanaian Used,Automatic,,Petrol,2015,79888.0,,,2.4,Kia,Sportage,Tonaton,182.0
43500.0,Foreign Used,Automatic,Sedan,Petrol,2011,,Front-Wheel Drive,138.0,1.8,Chevrolet,Cruze,Tonaton,138.0
42000.0,Ghanaian Used,Automatic,,Petrol,2010,,,,1.5,Honda,Civic,Tonaton,174.0
60000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2013,,Front-Wheel Drive,106.0,1.5,Toyota,Yaris,Tonaton,106.0
28000.0,Ghanaian Used,Automatic,Sedan,Petrol,2007,145231.0,Front-Wheel Drive,,2.4,Honda,Accord,Tonaton,192.0
145000.0,Foreign Used,Automatic,,Petrol,2017,20233.0,,,2.4,Jeep,Compass,Tonaton,180.0
31000.0,Ghanaian Used,Manual,Hatchback,Petrol,2008,102761.0,Front-Wheel Drive,52.0,0.8,Chevrolet,Matiz,Tonaton,52.0
59000.0,Foreign Used,Automatic,Hatchback,Petrol,2008,659450.0,Front-Wheel Drive,70.0,1.0,Toyota,Vitz,Tonaton,70.0
70000.0,Foreign Used,Automatic,,Petrol,2012,64000.0,Front-Wheel Drive,140.0,1.8,Honda,Civic,Tonaton,140.0
64000.0,Ghanaian Used,Automatic,Sedan,Petrol,2013,,Front-Wheel Drive,138.0,1.6,Hyundai,Accent,Tonaton,138.0
720000.0,Foreign Used,Automatic,,Petrol,2021,,,,3.5,Toyota,Highlander,Tonaton,295.0
265000.0,Foreign Used,Automatic,SUV,Petrol,2019,75514.0,Front-Wheel Drive,141.0,1.8,Honda,HR-V,Tonaton,141.0
26500.0,Ghanaian Used,Automatic,Van/Minivan,Petrol,2009,,Front-Wheel Drive,243.0,3.9,Chevrolet,Uplander,Tonaton,243.0
240000.0,Foreign Used,Automatic,SUV,Petrol,2019,27000.0,Front-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
75000.0,Ghanaian Used,Automatic,Sedan,Petrol,2016,87412.0,Front-Wheel Drive,130.0,1.8,Nissan,Sentra,Tonaton,130.0
68000.0,Foreign Used,Automatic,,Petrol,2016,,,,1.8,Hyundai,Elantra,Tonaton,147.0
260000.0,Ghanaian Used,Manual,,Petrol,2016,102145.0,,,2.5,Toyota,Hilux,Tonaton,102.0
60000.0,Foreign Used,Automatic,Hatchback,Petrol,2011,,All-Wheel Drive,,1.4,Suzuki,Swift,Tonaton,
47000.0,Foreign Used,Manual,,Petrol,2012,,,,,Kia,Morning,Tonaton,
95000.0,Foreign Used,Automatic,Sedan,Petrol,2015,,Front-Wheel Drive,173.0,2.0,Hyundai,Elantra,Tonaton,173.0
130000.0,Ghanaian Used,Automatic,SUV,Petrol,2012,77000.0,All-Wheel Drive,,2.5,Toyota,RAV4,Tonaton,176.0
210000.0,Foreign Used,Automatic,,Petrol,2016,62131.0,,,2.0,Mercedes-Benz,C300,Tonaton,241.0
45000.0,Ghanaian Used,Automatic,Sedan,Petrol,2007,75398.0,Front-Wheel Drive,128.0,1.8,Toyota,Corolla,Tonaton,128.0
185000.0,Foreign Used,Automatic,SUV,Petrol,2018,71252.0,Four-Wheel Drive,166.0,2.4,Mitsubishi,Outlander,Tonaton,166.0
78000.0,Foreign Used,Automatic,,Petrol,2007,121000.0,,,1.8,Pontiac,Vibe,Tonaton,132.0
135000.0,Foreign Used,Automatic,SUV,Petrol,2012,88000.0,All-Wheel Drive,176.0,2.4,Hyundai,Tucson,Tonaton,176.0
48000.0,Foreign Used,Automatic,Sedan,Petrol,2010,24584.0,Front-Wheel Drive,86.0,1.5,Chevrolet,Aveo,Tonaton,86.0
590000.0,Ghanaian Used,Automatic,,Petrol,2018,,,,,Land Rover,Range Rover Velar,Tonaton,
72000.0,Foreign Used,Automatic,,Petrol,2014,28000.0,,,2.4,Kia,Optima,Tonaton,192.0
45000.0,Ghanaian Used,Manual,,Diesel,2007,,Front-Wheel Drive,115.0,1.6,Ford,Focus,Tonaton,115.0
70000.0,Ghanaian Used,Automatic,Sedan,Petrol,2016,120052.0,Front-Wheel Drive,210.0,2.0,Volkswagen,Jetta,Tonaton,210.0
89500.0,Foreign Used,Automatic,Hatchback,Petrol,2013,,Front-Wheel Drive,148.0,1.8,Hyundai,Elantra,Tonaton,148.0
44000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2010,,All-Wheel Drive,87.0,1.3,Toyota,Vitz,Tonaton,87.0
33000.0,Ghanaian Used,Automatic,Hatchback,Petrol,2012,29000.0,Front-Wheel Drive,68.0,1.0,Chevrolet,Spark,Tonaton,68.0
160000.0,Foreign Used,Automatic,,Petrol,2017,85000.0,,,2.0,Audi,A4,Tonaton,220.0
165000.0,Foreign Used,Automatic,,Petrol,2014,,,,2.5,Toyota,Camry,Tonaton,178.0
55000.0,Ghanaian Used,Automatic,,Petrol,2008,,All-Wheel Drive,,2.0,Honda,CR-V,Tonaton,190.0
44000.0,Foreign Used,Manual,,Petrol,2011,40000.0,,,,Kia,Ceed,Tonaton,
56100.0,Foreign Used,Manual,Hatchback,Petrol,2010,149275.0,Front-Wheel Drive,87.0,1.3,Toyota,Vitz,Tonaton,87.0
26000.0,Ghanaian Used,Manual,Hatchback,Petrol,2010,128885.0,Front-Wheel Drive,110.0,1.6,Chevrolet,Aveo,Tonaton,110.0
115000.0,Ghanaian Used,Automatic,SUV,Petrol,2013,,Front-Wheel Drive,190.0,2.4,Hyundai,Santa Fe,Tonaton,190.0
576000.0,Foreign Used,Automatic,,Petrol,2022,37.0,,,2.7,Toyota,Fortuner,Tonaton,164.0
350000.0,Foreign Used,Automatic,SUV,Petrol,2020,,All-Wheel Drive,190.0,1.5,Honda,CR-V,Tonaton,190.0
62000.0,Ghanaian Used,Automatic,,Petrol,2009,,,,2.5,Toyota,RAV4,Tonaton,176.0
34500.0,Ghanaian Used,Automatic,,Petrol,2011,,,,,Kia,Morning,Tonaton,
135000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,158.0,2.0,Honda,Civic,Tonaton,158.0
26000.0,Ghanaian Used,Automatic,Sedan,Petrol,2008,72854.0,Front-Wheel Drive,124.0,1.8,Nissan,Versa,Tonaton,124.0
59000.0,Foreign Used,Automatic,,Petrol,2012,60432.0,,,,Kia,Morning,Tonaton,
300000.0,Foreign Used,Automatic,Pickup,Petrol,2016,61245.0,Rear-Wheel Drive,381.0,5.7,Toyota,Tundra,Tonaton,381.0
62500.0,Ghanaian Used,Automatic,,Petrol,2013,,,,2.5,Toyota,Camry,Tonaton,178.0
105000.0,Foreign Used,Automatic,,Petrol,2011,58000.0,,,2.4,Kia,Sportage,Tonaton,182.0
78000.0,Foreign Used,Automatic,Sedan,Petrol,2013,156287.0,Front-Wheel Drive,,1.8,Hyundai,Elantra,Tonaton,147.0
55000.0,Foreign Used,Automatic,Hatchback,Petrol,2010,,All-Wheel Drive,87.0,1.3,Toyota,Vitz,Tonaton,87.0
49000.0,Foreign Used,Manual,,Petrol,2011,42137.0,,,1.0,Toyota,Aygo,Tonaton,68.0
92000.0,Foreign Used,Automatic,,Petrol,2009,64000.0,Front-Wheel Drive,107.0,1.5,Toyota,Yaris,Tonaton,107.0
85000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,147.0,2.0,Hyundai,Elantra,Tonaton,147.0
160000.0,Ghanaian Used,Automatic,,Petrol,2017,,,,2.5,Toyota,RAV4,Tonaton,176.0
70000.0,Foreign Used,Manual,Sedan,Petrol,2010,,Front-Wheel Drive,132.0,1.8,Toyota,Corolla,Tonaton,132.0
135000.0,Foreign Used,Automatic,SUV,Petrol,2015,100000.0,Front-Wheel Drive,166.0,2.4,Mitsubishi,Outlander,Tonaton,166.0
39000.0,Foreign Used,Automatic,,Petrol,2010,90133.0,,,,Kia,Morning,Tonaton,
43500.0,Ghanaian Used,Automatic,Crossover,Petrol,2009,450050.0,Front-Wheel Drive,172.0,2.5,Nissan,Rogue,Tonaton,172.0
250000.0,Ghanaian Used,Automatic,Pickup,Petrol,2018,,,278.0,3.5,Toyota,Tacoma,Tonaton,278.0
42000.0,Ghanaian Used,Automatic,Crossover,Petrol,2013,,Front-Wheel Drive,170.0,2.5,Nissan,Rogue,Tonaton,170.0
34000.0,Foreign Used,Automatic,Hatchback,Petrol,2011,144054.0,Front-Wheel Drive,124.0,1.8,Nissan,Versa,Tonaton,124.0
90000.0,Foreign Used,Automatic,Sedan,Petrol,2018,,Front-Wheel Drive,130.0,1.8,Nissan,Sentra,Tonaton,130.0
268000.0,Foreign Used,Automatic,SUV,Petrol,2017,,All-Wheel Drive,,1.5,Honda,CR-V,Tonaton,190.0
35000.0,Ghanaian Used,Automatic,,Diesel,1995,200000.0,Rear-Wheel Drive,76.0,2.0,Mercedes-Benz,200,Tonaton,76.0
46000.0,Ghanaian Used,Automatic,,Petrol,2010,120000.0,,,1.3,Toyota,Vitz,Tonaton,87.0
